          #time              R       pressure    -rho*dphi*R             ux             uy             uz             vx             vy             vz
  0.2843448E-01  0.8980095E-02  0.1036057E+09  0.9105679E+06  0.0000000E+00  0.0000000E+00  0.4037119E-01  0.0000000E+00  0.0000000E+00  0.2858000E+03
  0.2843453E-01  0.8979317E-02  0.1036394E+09  0.9105981E+06  0.0000000E+00  0.0000000E+00  0.4038456E-01  0.0000000E+00  0.0000000E+00  0.2853958E+03
  0.2843458E-01  0.8978567E-02  0.1036719E+09  0.9106275E+06  0.0000000E+00  0.0000000E+00  0.4039791E-01  0.0000000E+00  0.0000000E+00  0.2849901E+03
  0.2843462E-01  0.8977845E-02  0.1037031E+09  0.9106558E+06  0.0000000E+00  0.0000000E+00  0.4041125E-01  0.0000000E+00  0.0000000E+00  0.2845831E+03
  0.2843467E-01  0.8977151E-02  0.1037332E+09  0.9106833E+06  0.0000000E+00  0.0000000E+00  0.4042456E-01  0.0000000E+00  0.0000000E+00  0.2841746E+03
  0.2843472E-01  0.8976486E-02  0.1037620E+09  0.9107097E+06  0.0000000E+00  0.0000000E+00  0.4043784E-01  0.0000000E+00  0.0000000E+00  0.2837649E+03
  0.2843476E-01  0.8975849E-02  0.1037896E+09  0.9107352E+06  0.0000000E+00  0.0000000E+00  0.4045111E-01  0.0000000E+00  0.0000000E+00  0.2833537E+03
  0.2843481E-01  0.8975240E-02  0.1038160E+09  0.9107597E+06  0.0000000E+00  0.0000000E+00  0.4046436E-01  0.0000000E+00  0.0000000E+00  0.2829412E+03
  0.2843486E-01  0.8974659E-02  0.1038412E+09  0.9107832E+06  0.0000000E+00  0.0000000E+00  0.4047758E-01  0.0000000E+00  0.0000000E+00  0.2825274E+03
  0.2843490E-01  0.8974106E-02  0.1038652E+09  0.9108058E+06  0.0000000E+00  0.0000000E+00  0.4049079E-01  0.0000000E+00  0.0000000E+00  0.2821123E+03
  0.2843495E-01  0.8973581E-02  0.1038880E+09  0.9108272E+06  0.0000000E+00  0.0000000E+00  0.4050397E-01  0.0000000E+00  0.0000000E+00  0.2816959E+03
  0.2843500E-01  0.8973084E-02  0.1039096E+09  0.9108477E+06  0.0000000E+00  0.0000000E+00  0.4051714E-01  0.0000000E+00  0.0000000E+00  0.2812781E+03
  0.2843504E-01  0.8972614E-02  0.1039300E+09  0.9108671E+06  0.0000000E+00  0.0000000E+00  0.4053028E-01  0.0000000E+00  0.0000000E+00  0.2808591E+03
  0.2843509E-01  0.8972173E-02  0.1039492E+09  0.9108855E+06  0.0000000E+00  0.0000000E+00  0.4054340E-01  0.0000000E+00  0.0000000E+00  0.2804388E+03
  0.2843514E-01  0.8971760E-02  0.1039671E+09  0.9109028E+06  0.0000000E+00  0.0000000E+00  0.4055650E-01  0.0000000E+00  0.0000000E+00  0.2800173E+03
  0.2843518E-01  0.8971374E-02  0.1039839E+09  0.9109191E+06  0.0000000E+00  0.0000000E+00  0.4056958E-01  0.0000000E+00  0.0000000E+00  0.2795944E+03
  0.2843523E-01  0.8971017E-02  0.1039994E+09  0.9109342E+06  0.0000000E+00  0.0000000E+00  0.4058263E-01  0.0000000E+00  0.0000000E+00  0.2791704E+03
  0.2843528E-01  0.8970687E-02  0.1040138E+09  0.9109483E+06  0.0000000E+00  0.0000000E+00  0.4059567E-01  0.0000000E+00  0.0000000E+00  0.2787451E+03
  0.2843532E-01  0.8970385E-02  0.1040269E+09  0.9109612E+06  0.0000000E+00  0.0000000E+00  0.4060869E-01  0.0000000E+00  0.0000000E+00  0.2783186E+03
  0.2843537E-01  0.8970110E-02  0.1040388E+09  0.9109730E+06  0.0000000E+00  0.0000000E+00  0.4062168E-01  0.0000000E+00  0.0000000E+00  0.2778908E+03
  0.2843542E-01  0.8969863E-02  0.1040496E+09  0.9109837E+06  0.0000000E+00  0.0000000E+00  0.4063466E-01  0.0000000E+00  0.0000000E+00  0.2774619E+03
  0.2843546E-01  0.8969644E-02  0.1040591E+09  0.9109933E+06  0.0000000E+00  0.0000000E+00  0.4064761E-01  0.0000000E+00  0.0000000E+00  0.2770318E+03
  0.2843551E-01  0.8969453E-02  0.1040674E+09  0.9110016E+06  0.0000000E+00  0.0000000E+00  0.4066054E-01  0.0000000E+00  0.0000000E+00  0.2766005E+03
  0.2843556E-01  0.8969289E-02  0.1040746E+09  0.9110089E+06  0.0000000E+00  0.0000000E+00  0.4067346E-01  0.0000000E+00  0.0000000E+00  0.2761680E+03
  0.2843561E-01  0.8969153E-02  0.1040805E+09  0.9110149E+06  0.0000000E+00  0.0000000E+00  0.4068635E-01  0.0000000E+00  0.0000000E+00  0.2757344E+03
  0.2843565E-01  0.8969044E-02  0.1040852E+09  0.9110197E+06  0.0000000E+00  0.0000000E+00  0.4069922E-01  0.0000000E+00  0.0000000E+00  0.2752996E+03
  0.2843570E-01  0.8968962E-02  0.1040888E+09  0.9110234E+06  0.0000000E+00  0.0000000E+00  0.4071207E-01  0.0000000E+00  0.0000000E+00  0.2748637E+03
  0.2843575E-01  0.8968909E-02  0.1040911E+09  0.9110258E+06  0.0000000E+00  0.0000000E+00  0.4072490E-01  0.0000000E+00  0.0000000E+00  0.2744266E+03
  0.2843579E-01  0.8968882E-02  0.1040923E+09  0.9110270E+06  0.0000000E+00  0.0000000E+00  0.4073771E-01  0.0000000E+00  0.0000000E+00  0.2739885E+03
  0.2843584E-01  0.8968883E-02  0.1040922E+09  0.9110269E+06  0.0000000E+00  0.0000000E+00  0.4075050E-01  0.0000000E+00  0.0000000E+00  0.2735492E+03
  0.2843589E-01  0.8968912E-02  0.1040910E+09  0.9110256E+06  0.0000000E+00  0.0000000E+00  0.4076327E-01  0.0000000E+00  0.0000000E+00  0.2731089E+03
  0.2843593E-01  0.8968968E-02  0.1040885E+09  0.9110231E+06  0.0000000E+00  0.0000000E+00  0.4077601E-01  0.0000000E+00  0.0000000E+00  0.2726674E+03
  0.2843598E-01  0.8969051E-02  0.1040849E+09  0.9110192E+06  0.0000000E+00  0.0000000E+00  0.4078874E-01  0.0000000E+00  0.0000000E+00  0.2722249E+03
  0.2843603E-01  0.8969161E-02  0.1040801E+09  0.9110141E+06  0.0000000E+00  0.0000000E+00  0.4080145E-01  0.0000000E+00  0.0000000E+00  0.2717813E+03
  0.2843607E-01  0.8969299E-02  0.1040741E+09  0.9110077E+06  0.0000000E+00  0.0000000E+00  0.4081414E-01  0.0000000E+00  0.0000000E+00  0.2713367E+03
  0.2843612E-01  0.8969464E-02  0.1040670E+09  0.9109999E+06  0.0000000E+00  0.0000000E+00  0.4082680E-01  0.0000000E+00  0.0000000E+00  0.2708910E+03
  0.2843617E-01  0.8969656E-02  0.1040586E+09  0.9109908E+06  0.0000000E+00  0.0000000E+00  0.4083945E-01  0.0000000E+00  0.0000000E+00  0.2704443E+03
  0.2843621E-01  0.8969875E-02  0.1040491E+09  0.9109804E+06  0.0000000E+00  0.0000000E+00  0.4085207E-01  0.0000000E+00  0.0000000E+00  0.2699966E+03
  0.2843626E-01  0.8970122E-02  0.1040383E+09  0.9109687E+06  0.0000000E+00  0.0000000E+00  0.4086468E-01  0.0000000E+00  0.0000000E+00  0.2695479E+03
  0.2843631E-01  0.8970395E-02  0.1040264E+09  0.9109556E+06  0.0000000E+00  0.0000000E+00  0.4087726E-01  0.0000000E+00  0.0000000E+00  0.2690982E+03
  0.2843635E-01  0.8970696E-02  0.1040134E+09  0.9109411E+06  0.0000000E+00  0.0000000E+00  0.4088983E-01  0.0000000E+00  0.0000000E+00  0.2686475E+03
  0.2843640E-01  0.8971024E-02  0.1039991E+09  0.9109252E+06  0.0000000E+00  0.0000000E+00  0.4090237E-01  0.0000000E+00  0.0000000E+00  0.2681958E+03
  0.2843645E-01  0.8971378E-02  0.1039837E+09  0.9109079E+06  0.0000000E+00  0.0000000E+00  0.4091490E-01  0.0000000E+00  0.0000000E+00  0.2677431E+03
  0.2843649E-01  0.8971760E-02  0.1039671E+09  0.9108892E+06  0.0000000E+00  0.0000000E+00  0.4092740E-01  0.0000000E+00  0.0000000E+00  0.2672895E+03
  0.2843654E-01  0.8972169E-02  0.1039493E+09  0.9108691E+06  0.0000000E+00  0.0000000E+00  0.4093989E-01  0.0000000E+00  0.0000000E+00  0.2668349E+03
  0.2843659E-01  0.8972605E-02  0.1039304E+09  0.9108476E+06  0.0000000E+00  0.0000000E+00  0.4095235E-01  0.0000000E+00  0.0000000E+00  0.2663795E+03
  0.2843663E-01  0.8973067E-02  0.1039103E+09  0.9108246E+06  0.0000000E+00  0.0000000E+00  0.4096479E-01  0.0000000E+00  0.0000000E+00  0.2659230E+03
  0.2843668E-01  0.8973557E-02  0.1038891E+09  0.9108001E+06  0.0000000E+00  0.0000000E+00  0.4097722E-01  0.0000000E+00  0.0000000E+00  0.2654657E+03
  0.2843673E-01  0.8974073E-02  0.1038666E+09  0.9107742E+06  0.0000000E+00  0.0000000E+00  0.4098962E-01  0.0000000E+00  0.0000000E+00  0.2650075E+03
  0.2843677E-01  0.8974616E-02  0.1038431E+09  0.9107468E+06  0.0000000E+00  0.0000000E+00  0.4100201E-01  0.0000000E+00  0.0000000E+00  0.2645483E+03
  0.2843682E-01  0.8975186E-02  0.1038183E+09  0.9107179E+06  0.0000000E+00  0.0000000E+00  0.4101437E-01  0.0000000E+00  0.0000000E+00  0.2640883E+03
  0.2843687E-01  0.8975783E-02  0.1037925E+09  0.9106875E+06  0.0000000E+00  0.0000000E+00  0.4102671E-01  0.0000000E+00  0.0000000E+00  0.2636275E+03
  0.2843691E-01  0.8976407E-02  0.1037654E+09  0.9106556E+06  0.0000000E+00  0.0000000E+00  0.4103904E-01  0.0000000E+00  0.0000000E+00  0.2631657E+03
  0.2843696E-01  0.8977057E-02  0.1037372E+09  0.9106222E+06  0.0000000E+00  0.0000000E+00  0.4105134E-01  0.0000000E+00  0.0000000E+00  0.2627031E+03
  0.2843701E-01  0.8977734E-02  0.1037079E+09  0.9105872E+06  0.0000000E+00  0.0000000E+00  0.4106363E-01  0.0000000E+00  0.0000000E+00  0.2622397E+03
  0.2843705E-01  0.8978438E-02  0.1036774E+09  0.9105506E+06  0.0000000E+00  0.0000000E+00  0.4107589E-01  0.0000000E+00  0.0000000E+00  0.2617754E+03
  0.2843710E-01  0.8979168E-02  0.1036458E+09  0.9105125E+06  0.0000000E+00  0.0000000E+00  0.4108813E-01  0.0000000E+00  0.0000000E+00  0.2613104E+03
  0.2843715E-01  0.8979925E-02  0.1036130E+09  0.9104728E+06  0.0000000E+00  0.0000000E+00  0.4110036E-01  0.0000000E+00  0.0000000E+00  0.2608445E+03
  0.2843719E-01  0.8980709E-02  0.1035791E+09  0.9104315E+06  0.0000000E+00  0.0000000E+00  0.4111256E-01  0.0000000E+00  0.0000000E+00  0.2603778E+03
  0.2843724E-01  0.8981519E-02  0.1035441E+09  0.9103887E+06  0.0000000E+00  0.0000000E+00  0.4112475E-01  0.0000000E+00  0.0000000E+00  0.2599103E+03
  0.2843729E-01  0.8982356E-02  0.1035079E+09  0.9103442E+06  0.0000000E+00  0.0000000E+00  0.4113692E-01  0.0000000E+00  0.0000000E+00  0.2594420E+03
  0.2843734E-01  0.8983219E-02  0.1034707E+09  0.9102980E+06  0.0000000E+00  0.0000000E+00  0.4114906E-01  0.0000000E+00  0.0000000E+00  0.2589730E+03
  0.2843738E-01  0.8984109E-02  0.1034322E+09  0.9102503E+06  0.0000000E+00  0.0000000E+00  0.4116119E-01  0.0000000E+00  0.0000000E+00  0.2585032E+03
  0.2843743E-01  0.8985025E-02  0.1033927E+09  0.9102008E+06  0.0000000E+00  0.0000000E+00  0.4117330E-01  0.0000000E+00  0.0000000E+00  0.2580327E+03
  0.2843748E-01  0.8985967E-02  0.1033520E+09  0.9101498E+06  0.0000000E+00  0.0000000E+00  0.4118538E-01  0.0000000E+00  0.0000000E+00  0.2575614E+03
  0.2843752E-01  0.8986936E-02  0.1033103E+09  0.9100970E+06  0.0000000E+00  0.0000000E+00  0.4119745E-01  0.0000000E+00  0.0000000E+00  0.2570895E+03
  0.2843757E-01  0.8987932E-02  0.1032674E+09  0.9100426E+06  0.0000000E+00  0.0000000E+00  0.4120950E-01  0.0000000E+00  0.0000000E+00  0.2566167E+03
  0.2843762E-01  0.8988953E-02  0.1032233E+09  0.9099864E+06  0.0000000E+00  0.0000000E+00  0.4122153E-01  0.0000000E+00  0.0000000E+00  0.2561433E+03
  0.2843766E-01  0.8990001E-02  0.1031782E+09  0.9099286E+06  0.0000000E+00  0.0000000E+00  0.4123354E-01  0.0000000E+00  0.0000000E+00  0.2556692E+03
  0.2843771E-01  0.8991076E-02  0.1031320E+09  0.9098690E+06  0.0000000E+00  0.0000000E+00  0.4124553E-01  0.0000000E+00  0.0000000E+00  0.2551944E+03
  0.2843776E-01  0.8992176E-02  0.1030847E+09  0.9098077E+06  0.0000000E+00  0.0000000E+00  0.4125750E-01  0.0000000E+00  0.0000000E+00  0.2547190E+03
  0.2843780E-01  0.8993303E-02  0.1030362E+09  0.9097447E+06  0.0000000E+00  0.0000000E+00  0.4126945E-01  0.0000000E+00  0.0000000E+00  0.2542428E+03
  0.2843785E-01  0.8994456E-02  0.1029867E+09  0.9096799E+06  0.0000000E+00  0.0000000E+00  0.4128138E-01  0.0000000E+00  0.0000000E+00  0.2537660E+03
  0.2843790E-01  0.8995636E-02  0.1029361E+09  0.9096133E+06  0.0000000E+00  0.0000000E+00  0.4129329E-01  0.0000000E+00  0.0000000E+00  0.2532886E+03
  0.2843795E-01  0.8996841E-02  0.1028844E+09  0.9095450E+06  0.0000000E+00  0.0000000E+00  0.4130519E-01  0.0000000E+00  0.0000000E+00  0.2528105E+03
  0.2843799E-01  0.8998073E-02  0.1028316E+09  0.9094749E+06  0.0000000E+00  0.0000000E+00  0.4131706E-01  0.0000000E+00  0.0000000E+00  0.2523318E+03
  0.2843804E-01  0.8999331E-02  0.1027777E+09  0.9094029E+06  0.0000000E+00  0.0000000E+00  0.4132891E-01  0.0000000E+00  0.0000000E+00  0.2518525E+03
  0.2843809E-01  0.9000614E-02  0.1027227E+09  0.9093292E+06  0.0000000E+00  0.0000000E+00  0.4134075E-01  0.0000000E+00  0.0000000E+00  0.2513726E+03
  0.2843813E-01  0.9001924E-02  0.1026667E+09  0.9092536E+06  0.0000000E+00  0.0000000E+00  0.4135256E-01  0.0000000E+00  0.0000000E+00  0.2508921E+03
  0.2843818E-01  0.9003260E-02  0.1026096E+09  0.9091762E+06  0.0000000E+00  0.0000000E+00  0.4136436E-01  0.0000000E+00  0.0000000E+00  0.2504110E+03
  0.2843823E-01  0.9004622E-02  0.1025514E+09  0.9090969E+06  0.0000000E+00  0.0000000E+00  0.4137614E-01  0.0000000E+00  0.0000000E+00  0.2499293E+03
  0.2843827E-01  0.9006010E-02  0.1024921E+09  0.9090158E+06  0.0000000E+00  0.0000000E+00  0.4138790E-01  0.0000000E+00  0.0000000E+00  0.2494471E+03
  0.2843832E-01  0.9007424E-02  0.1024318E+09  0.9089328E+06  0.0000000E+00  0.0000000E+00  0.4139964E-01  0.0000000E+00  0.0000000E+00  0.2489643E+03
  0.2843837E-01  0.9008864E-02  0.1023704E+09  0.9088479E+06  0.0000000E+00  0.0000000E+00  0.4141136E-01  0.0000000E+00  0.0000000E+00  0.2484809E+03
  0.2843842E-01  0.9010330E-02  0.1023080E+09  0.9087612E+06  0.0000000E+00  0.0000000E+00  0.4142306E-01  0.0000000E+00  0.0000000E+00  0.2479971E+03
  0.2843846E-01  0.9011822E-02  0.1022445E+09  0.9086725E+06  0.0000000E+00  0.0000000E+00  0.4143474E-01  0.0000000E+00  0.0000000E+00  0.2475127E+03
  0.2843851E-01  0.9013339E-02  0.1021800E+09  0.9085819E+06  0.0000000E+00  0.0000000E+00  0.4144641E-01  0.0000000E+00  0.0000000E+00  0.2470277E+03
  0.2843856E-01  0.9014883E-02  0.1021144E+09  0.9084894E+06  0.0000000E+00  0.0000000E+00  0.4145805E-01  0.0000000E+00  0.0000000E+00  0.2465423E+03
  0.2843860E-01  0.9016452E-02  0.1020477E+09  0.9083950E+06  0.0000000E+00  0.0000000E+00  0.4146968E-01  0.0000000E+00  0.0000000E+00  0.2460564E+03
  0.2843865E-01  0.9018047E-02  0.1019801E+09  0.9082986E+06  0.0000000E+00  0.0000000E+00  0.4148128E-01  0.0000000E+00  0.0000000E+00  0.2455700E+03
  0.2843870E-01  0.9019668E-02  0.1019114E+09  0.9082002E+06  0.0000000E+00  0.0000000E+00  0.4149287E-01  0.0000000E+00  0.0000000E+00  0.2450831E+03
  0.2843875E-01  0.9021315E-02  0.1018416E+09  0.9080999E+06  0.0000000E+00  0.0000000E+00  0.4150444E-01  0.0000000E+00  0.0000000E+00  0.2445958E+03
  0.2843879E-01  0.9022987E-02  0.1017709E+09  0.9079976E+06  0.0000000E+00  0.0000000E+00  0.4151599E-01  0.0000000E+00  0.0000000E+00  0.2441079E+03
  0.2843884E-01  0.9024685E-02  0.1016991E+09  0.9078933E+06  0.0000000E+00  0.0000000E+00  0.4152752E-01  0.0000000E+00  0.0000000E+00  0.2436197E+03
  0.2843889E-01  0.9026409E-02  0.1016263E+09  0.9077870E+06  0.0000000E+00  0.0000000E+00  0.4153904E-01  0.0000000E+00  0.0000000E+00  0.2431310E+03
  0.2843894E-01  0.9028158E-02  0.1015524E+09  0.9076787E+06  0.0000000E+00  0.0000000E+00  0.4155053E-01  0.0000000E+00  0.0000000E+00  0.2426419E+03
  0.2843898E-01  0.9029933E-02  0.1014776E+09  0.9075684E+06  0.0000000E+00  0.0000000E+00  0.4156201E-01  0.0000000E+00  0.0000000E+00  0.2421523E+03
  0.2843903E-01  0.9031734E-02  0.1014018E+09  0.9074560E+06  0.0000000E+00  0.0000000E+00  0.4157346E-01  0.0000000E+00  0.0000000E+00  0.2416624E+03
  0.2843908E-01  0.9033560E-02  0.1013249E+09  0.9073416E+06  0.0000000E+00  0.0000000E+00  0.4158490E-01  0.0000000E+00  0.0000000E+00  0.2411720E+03
  0.2843912E-01  0.9035412E-02  0.1012471E+09  0.9072251E+06  0.0000000E+00  0.0000000E+00  0.4159632E-01  0.0000000E+00  0.0000000E+00  0.2406812E+03
  0.2843917E-01  0.9037290E-02  0.1011682E+09  0.9071066E+06  0.0000000E+00  0.0000000E+00  0.4160772E-01  0.0000000E+00  0.0000000E+00  0.2401901E+03
  0.2843922E-01  0.9039192E-02  0.1010884E+09  0.9069860E+06  0.0000000E+00  0.0000000E+00  0.4161910E-01  0.0000000E+00  0.0000000E+00  0.2396986E+03
  0.2843927E-01  0.9041121E-02  0.1010075E+09  0.9068633E+06  0.0000000E+00  0.0000000E+00  0.4163047E-01  0.0000000E+00  0.0000000E+00  0.2392067E+03
  0.2843931E-01  0.9043075E-02  0.1009257E+09  0.9067385E+06  0.0000000E+00  0.0000000E+00  0.4164181E-01  0.0000000E+00  0.0000000E+00  0.2387145E+03
  0.2843936E-01  0.9045054E-02  0.1008429E+09  0.9066117E+06  0.0000000E+00  0.0000000E+00  0.4165314E-01  0.0000000E+00  0.0000000E+00  0.2382220E+03
  0.2843941E-01  0.9047059E-02  0.1007592E+09  0.9064827E+06  0.0000000E+00  0.0000000E+00  0.4166445E-01  0.0000000E+00  0.0000000E+00  0.2377291E+03
  0.2843946E-01  0.9049089E-02  0.1006744E+09  0.9063515E+06  0.0000000E+00  0.0000000E+00  0.4167574E-01  0.0000000E+00  0.0000000E+00  0.2372358E+03
  0.2843950E-01  0.9051144E-02  0.1005887E+09  0.9062183E+06  0.0000000E+00  0.0000000E+00  0.4168701E-01  0.0000000E+00  0.0000000E+00  0.2367423E+03
  0.2843955E-01  0.9053225E-02  0.1005020E+09  0.9060829E+06  0.0000000E+00  0.0000000E+00  0.4169827E-01  0.0000000E+00  0.0000000E+00  0.2362484E+03
  0.2843960E-01  0.9055332E-02  0.1004144E+09  0.9059453E+06  0.0000000E+00  0.0000000E+00  0.4170950E-01  0.0000000E+00  0.0000000E+00  0.2357543E+03
  0.2843965E-01  0.9057463E-02  0.1003258E+09  0.9058056E+06  0.0000000E+00  0.0000000E+00  0.4172072E-01  0.0000000E+00  0.0000000E+00  0.2352598E+03
  0.2843970E-01  0.9059620E-02  0.1002363E+09  0.9056637E+06  0.0000000E+00  0.0000000E+00  0.4173192E-01  0.0000000E+00  0.0000000E+00  0.2347651E+03
  0.2843974E-01  0.9061802E-02  0.1001458E+09  0.9055196E+06  0.0000000E+00  0.0000000E+00  0.4174310E-01  0.0000000E+00  0.0000000E+00  0.2342701E+03
  0.2843979E-01  0.9064009E-02  0.1000544E+09  0.9053733E+06  0.0000000E+00  0.0000000E+00  0.4175426E-01  0.0000000E+00  0.0000000E+00  0.2337749E+03
  0.2843984E-01  0.9066242E-02  0.9996203E+08  0.9052248E+06  0.0000000E+00  0.0000000E+00  0.4176540E-01  0.0000000E+00  0.0000000E+00  0.2332794E+03
  0.2843989E-01  0.9068500E-02  0.9986873E+08  0.9050741E+06  0.0000000E+00  0.0000000E+00  0.4177653E-01  0.0000000E+00  0.0000000E+00  0.2327836E+03
  0.2843993E-01  0.9070783E-02  0.9977451E+08  0.9049212E+06  0.0000000E+00  0.0000000E+00  0.4178764E-01  0.0000000E+00  0.0000000E+00  0.2322876E+03
  0.2843998E-01  0.9073091E-02  0.9967936E+08  0.9047661E+06  0.0000000E+00  0.0000000E+00  0.4179873E-01  0.0000000E+00  0.0000000E+00  0.2317914E+03
  0.2844003E-01  0.9075424E-02  0.9958330E+08  0.9046087E+06  0.0000000E+00  0.0000000E+00  0.4180980E-01  0.0000000E+00  0.0000000E+00  0.2312950E+03
  0.2844008E-01  0.9077782E-02  0.9948631E+08  0.9044491E+06  0.0000000E+00  0.0000000E+00  0.4182085E-01  0.0000000E+00  0.0000000E+00  0.2307983E+03
  0.2844013E-01  0.9080166E-02  0.9938842E+08  0.9042872E+06  0.0000000E+00  0.0000000E+00  0.4183189E-01  0.0000000E+00  0.0000000E+00  0.2303015E+03
  0.2844017E-01  0.9082574E-02  0.9928963E+08  0.9041230E+06  0.0000000E+00  0.0000000E+00  0.4184291E-01  0.0000000E+00  0.0000000E+00  0.2298044E+03
  0.2844022E-01  0.9085008E-02  0.9918993E+08  0.9039566E+06  0.0000000E+00  0.0000000E+00  0.4185391E-01  0.0000000E+00  0.0000000E+00  0.2293072E+03
  0.2844027E-01  0.9087467E-02  0.9908933E+08  0.9037879E+06  0.0000000E+00  0.0000000E+00  0.4186489E-01  0.0000000E+00  0.0000000E+00  0.2288098E+03
  0.2844032E-01  0.9089950E-02  0.9898784E+08  0.9036169E+06  0.0000000E+00  0.0000000E+00  0.4187585E-01  0.0000000E+00  0.0000000E+00  0.2283123E+03
  0.2844036E-01  0.9092459E-02  0.9888547E+08  0.9034436E+06  0.0000000E+00  0.0000000E+00  0.4188680E-01  0.0000000E+00  0.0000000E+00  0.2278146E+03
  0.2844041E-01  0.9094993E-02  0.9878221E+08  0.9032679E+06  0.0000000E+00  0.0000000E+00  0.4189773E-01  0.0000000E+00  0.0000000E+00  0.2273167E+03
  0.2844046E-01  0.9097551E-02  0.9867807E+08  0.9030900E+06  0.0000000E+00  0.0000000E+00  0.4190864E-01  0.0000000E+00  0.0000000E+00  0.2268187E+03
  0.2844051E-01  0.9100135E-02  0.9857306E+08  0.9029097E+06  0.0000000E+00  0.0000000E+00  0.4191953E-01  0.0000000E+00  0.0000000E+00  0.2263206E+03
  0.2844056E-01  0.9102743E-02  0.9846718E+08  0.9027271E+06  0.0000000E+00  0.0000000E+00  0.4193040E-01  0.0000000E+00  0.0000000E+00  0.2258223E+03
  0.2844061E-01  0.9105376E-02  0.9836044E+08  0.9025422E+06  0.0000000E+00  0.0000000E+00  0.4194126E-01  0.0000000E+00  0.0000000E+00  0.2253239E+03
  0.2844065E-01  0.9108034E-02  0.9825284E+08  0.9023549E+06  0.0000000E+00  0.0000000E+00  0.4195210E-01  0.0000000E+00  0.0000000E+00  0.2248255E+03
  0.2844070E-01  0.9110717E-02  0.9814438E+08  0.9021652E+06  0.0000000E+00  0.0000000E+00  0.4196292E-01  0.0000000E+00  0.0000000E+00  0.2243269E+03
  0.2844075E-01  0.9113425E-02  0.9803508E+08  0.9019732E+06  0.0000000E+00  0.0000000E+00  0.4197373E-01  0.0000000E+00  0.0000000E+00  0.2238282E+03
  0.2844080E-01  0.9116158E-02  0.9792493E+08  0.9017788E+06  0.0000000E+00  0.0000000E+00  0.4198451E-01  0.0000000E+00  0.0000000E+00  0.2233295E+03
  0.2844085E-01  0.9118915E-02  0.9781393E+08  0.9015821E+06  0.0000000E+00  0.0000000E+00  0.4199528E-01  0.0000000E+00  0.0000000E+00  0.2228307E+03
  0.2844089E-01  0.9121697E-02  0.9770211E+08  0.9013829E+06  0.0000000E+00  0.0000000E+00  0.4200603E-01  0.0000000E+00  0.0000000E+00  0.2223318E+03
  0.2844094E-01  0.9124504E-02  0.9758945E+08  0.9011813E+06  0.0000000E+00  0.0000000E+00  0.4201677E-01  0.0000000E+00  0.0000000E+00  0.2218329E+03
  0.2844099E-01  0.9127336E-02  0.9747597E+08  0.9009774E+06  0.0000000E+00  0.0000000E+00  0.4202748E-01  0.0000000E+00  0.0000000E+00  0.2213339E+03
  0.2844104E-01  0.9130192E-02  0.9736167E+08  0.9007710E+06  0.0000000E+00  0.0000000E+00  0.4203818E-01  0.0000000E+00  0.0000000E+00  0.2208348E+03
  0.2844109E-01  0.9133073E-02  0.9724655E+08  0.9005622E+06  0.0000000E+00  0.0000000E+00  0.4204886E-01  0.0000000E+00  0.0000000E+00  0.2203358E+03
  0.2844114E-01  0.9135979E-02  0.9713062E+08  0.9003509E+06  0.0000000E+00  0.0000000E+00  0.4205953E-01  0.0000000E+00  0.0000000E+00  0.2198367E+03
  0.2844119E-01  0.9138909E-02  0.9701388E+08  0.9001373E+06  0.0000000E+00  0.0000000E+00  0.4207017E-01  0.0000000E+00  0.0000000E+00  0.2193376E+03
  0.2844123E-01  0.9141864E-02  0.9689634E+08  0.8999212E+06  0.0000000E+00  0.0000000E+00  0.4208080E-01  0.0000000E+00  0.0000000E+00  0.2188385E+03
  0.2844128E-01  0.9144843E-02  0.9677801E+08  0.8997026E+06  0.0000000E+00  0.0000000E+00  0.4209142E-01  0.0000000E+00  0.0000000E+00  0.2183394E+03
  0.2844133E-01  0.9147848E-02  0.9665889E+08  0.8994816E+06  0.0000000E+00  0.0000000E+00  0.4210201E-01  0.0000000E+00  0.0000000E+00  0.2178403E+03
  0.2844138E-01  0.9150876E-02  0.9653898E+08  0.8992581E+06  0.0000000E+00  0.0000000E+00  0.4211259E-01  0.0000000E+00  0.0000000E+00  0.2173412E+03
  0.2844143E-01  0.9153929E-02  0.9641829E+08  0.8990322E+06  0.0000000E+00  0.0000000E+00  0.4212315E-01  0.0000000E+00  0.0000000E+00  0.2168422E+03
  0.2844148E-01  0.9157007E-02  0.9629682E+08  0.8988037E+06  0.0000000E+00  0.0000000E+00  0.4213369E-01  0.0000000E+00  0.0000000E+00  0.2163431E+03
  0.2844153E-01  0.9160109E-02  0.9617458E+08  0.8985728E+06  0.0000000E+00  0.0000000E+00  0.4214422E-01  0.0000000E+00  0.0000000E+00  0.2158442E+03
  0.2844157E-01  0.9163236E-02  0.9605158E+08  0.8983394E+06  0.0000000E+00  0.0000000E+00  0.4215473E-01  0.0000000E+00  0.0000000E+00  0.2153452E+03
  0.2844162E-01  0.9166387E-02  0.9592781E+08  0.8981036E+06  0.0000000E+00  0.0000000E+00  0.4216522E-01  0.0000000E+00  0.0000000E+00  0.2148463E+03
  0.2844167E-01  0.9169563E-02  0.9580329E+08  0.8978652E+06  0.0000000E+00  0.0000000E+00  0.4217569E-01  0.0000000E+00  0.0000000E+00  0.2143475E+03
