         # time          Rb(m)           r(m)           z(m)
   0.249644E-05   0.107893E+00   0.000000E+00
   0.250306E-05   0.107902E+00   0.000000E+00
   0.251044E-05   0.107911E+00   0.000000E+00
   0.251784E-05   0.107921E+00   0.000000E+00
   0.252526E-05   0.107931E+00   0.000000E+00
   0.253270E-05   0.107940E+00   0.000000E+00
   0.254017E-05   0.107950E+00   0.000000E+00
   0.254766E-05   0.107960E+00   0.000000E+00
   0.255517E-05   0.107969E+00   0.000000E+00
   0.256271E-05   0.107979E+00   0.000000E+00
   0.257027E-05   0.107989E+00   0.000000E+00
   0.257785E-05   0.107999E+00   0.000000E+00
   0.258546E-05   0.108009E+00   0.000000E+00
   0.259309E-05   0.108019E+00   0.000000E+00
   0.260074E-05   0.108028E+00   0.000000E+00
   0.260842E-05   0.108038E+00   0.000000E+00
   0.261612E-05   0.108048E+00   0.000000E+00
   0.262385E-05   0.108058E+00   0.000000E+00
   0.263160E-05   0.108068E+00   0.000000E+00
   0.263937E-05   0.108078E+00   0.000000E+00
   0.264717E-05   0.108088E+00   0.000000E+00
   0.265499E-05   0.108099E+00   0.000000E+00
   0.266283E-05   0.108109E+00   0.000000E+00
   0.267070E-05   0.108119E+00   0.000000E+00
   0.267859E-05   0.108129E+00   0.000000E+00
   0.268651E-05   0.108139E+00   0.000000E+00
   0.269445E-05   0.108150E+00   0.000000E+00
   0.270242E-05   0.108160E+00   0.000000E+00
   0.271041E-05   0.108170E+00   0.000000E+00
   0.271843E-05   0.108180E+00   0.000000E+00
   0.272647E-05   0.108191E+00   0.000000E+00
   0.273454E-05   0.108201E+00   0.000000E+00
   0.274263E-05   0.108212E+00   0.000000E+00
   0.275074E-05   0.108222E+00   0.000000E+00
   0.275889E-05   0.108233E+00   0.000000E+00
   0.276705E-05   0.108243E+00   0.000000E+00
   0.277525E-05   0.108254E+00   0.000000E+00
   0.278346E-05   0.108264E+00   0.000000E+00
   0.279171E-05   0.108275E+00   0.000000E+00
   0.279997E-05   0.108285E+00   0.000000E+00
   0.280827E-05   0.108296E+00   0.000000E+00
   0.281659E-05   0.108307E+00   0.000000E+00
   0.282494E-05   0.108318E+00   0.000000E+00
   0.283331E-05   0.108328E+00   0.000000E+00
   0.284171E-05   0.108339E+00   0.000000E+00
   0.285013E-05   0.108350E+00   0.000000E+00
   0.285858E-05   0.108361E+00   0.000000E+00
   0.286706E-05   0.108372E+00   0.000000E+00
   0.287556E-05   0.108383E+00   0.000000E+00
   0.288409E-05   0.108393E+00   0.000000E+00
   0.289264E-05   0.108404E+00   0.000000E+00
   0.290123E-05   0.108415E+00   0.000000E+00
   0.290984E-05   0.108427E+00   0.000000E+00
   0.291847E-05   0.108438E+00   0.000000E+00
   0.292714E-05   0.108449E+00   0.000000E+00
   0.293583E-05   0.108460E+00   0.000000E+00
   0.294454E-05   0.108471E+00   0.000000E+00
   0.295329E-05   0.108482E+00   0.000000E+00
   0.296206E-05   0.108493E+00   0.000000E+00
   0.297086E-05   0.108505E+00   0.000000E+00
   0.297969E-05   0.108516E+00   0.000000E+00
   0.298854E-05   0.108527E+00   0.000000E+00
   0.299742E-05   0.108539E+00   0.000000E+00
   0.300633E-05   0.108550E+00   0.000000E+00
   0.301527E-05   0.108561E+00   0.000000E+00
   0.302424E-05   0.108573E+00   0.000000E+00
   0.303323E-05   0.108584E+00   0.000000E+00
   0.304225E-05   0.108596E+00   0.000000E+00
   0.305130E-05   0.108608E+00   0.000000E+00
   0.306038E-05   0.108619E+00   0.000000E+00
   0.306949E-05   0.108631E+00   0.000000E+00
   0.307862E-05   0.108642E+00   0.000000E+00
   0.308778E-05   0.108654E+00   0.000000E+00
   0.309698E-05   0.108666E+00   0.000000E+00
   0.310620E-05   0.108678E+00   0.000000E+00
   0.311545E-05   0.108689E+00   0.000000E+00
   0.312473E-05   0.108701E+00   0.000000E+00
   0.313404E-05   0.108713E+00   0.000000E+00
   0.314337E-05   0.108725E+00   0.000000E+00
   0.315274E-05   0.108737E+00   0.000000E+00
   0.316214E-05   0.108749E+00   0.000000E+00
   0.317156E-05   0.108761E+00   0.000000E+00
   0.318102E-05   0.108773E+00   0.000000E+00
   0.319050E-05   0.108785E+00   0.000000E+00
   0.320002E-05   0.108797E+00   0.000000E+00
   0.320956E-05   0.108809E+00   0.000000E+00
   0.321914E-05   0.108821E+00   0.000000E+00
   0.322874E-05   0.108834E+00   0.000000E+00
   0.323838E-05   0.108846E+00   0.000000E+00
   0.324804E-05   0.108858E+00   0.000000E+00
   0.325774E-05   0.108870E+00   0.000000E+00
   0.326746E-05   0.108883E+00   0.000000E+00
   0.327722E-05   0.108895E+00   0.000000E+00
   0.328701E-05   0.108907E+00   0.000000E+00
   0.329683E-05   0.108920E+00   0.000000E+00
   0.330668E-05   0.108932E+00   0.000000E+00
   0.331656E-05   0.108945E+00   0.000000E+00
   0.332647E-05   0.108957E+00   0.000000E+00
   0.333641E-05   0.108970E+00   0.000000E+00
   0.334639E-05   0.108983E+00   0.000000E+00
   0.335639E-05   0.108995E+00   0.000000E+00
   0.336643E-05   0.109008E+00   0.000000E+00
   0.337650E-05   0.109021E+00   0.000000E+00
   0.338660E-05   0.109034E+00   0.000000E+00
   0.339673E-05   0.109046E+00   0.000000E+00
   0.340690E-05   0.109059E+00   0.000000E+00
   0.341710E-05   0.109072E+00   0.000000E+00
   0.342733E-05   0.109085E+00   0.000000E+00
   0.343759E-05   0.109098E+00   0.000000E+00
   0.344788E-05   0.109111E+00   0.000000E+00
   0.345821E-05   0.109124E+00   0.000000E+00
   0.346857E-05   0.109137E+00   0.000000E+00
   0.347896E-05   0.109150E+00   0.000000E+00
   0.348939E-05   0.109163E+00   0.000000E+00
   0.349984E-05   0.109177E+00   0.000000E+00
   0.351034E-05   0.109190E+00   0.000000E+00
   0.352086E-05   0.109203E+00   0.000000E+00
   0.353142E-05   0.109216E+00   0.000000E+00
   0.354201E-05   0.109230E+00   0.000000E+00
   0.355264E-05   0.109243E+00   0.000000E+00
   0.356330E-05   0.109257E+00   0.000000E+00
   0.357399E-05   0.109270E+00   0.000000E+00
   0.358471E-05   0.109283E+00   0.000000E+00
   0.359548E-05   0.109297E+00   0.000000E+00
   0.360627E-05   0.109311E+00   0.000000E+00
   0.361710E-05   0.109324E+00   0.000000E+00
   0.362796E-05   0.109338E+00   0.000000E+00
   0.363886E-05   0.109351E+00   0.000000E+00
   0.364980E-05   0.109365E+00   0.000000E+00
   0.366076E-05   0.109379E+00   0.000000E+00
   0.367177E-05   0.109393E+00   0.000000E+00
   0.368281E-05   0.109407E+00   0.000000E+00
   0.369388E-05   0.109421E+00   0.000000E+00
   0.370499E-05   0.109434E+00   0.000000E+00
   0.371613E-05   0.109448E+00   0.000000E+00
   0.372731E-05   0.109462E+00   0.000000E+00
